"user","treatment","num_applications","num_hires","prior_spend","prior_openings"
491,"1",1,0,5.99273873498571,6
492,"1",16,1,8.12867664162135,38
493,"0",36,2,4.87412804944159,15
494,"1",3,0,0,1
495,"1",6,0,4.72455194300817,12
496,"0",1,1,0,3
497,"0",2,0,7.88313345181537,286
498,"1",6,1,6.24410864653981,5
499,"0",6,0,0,2
500,"0",1,1,0,1
501,"0",1,0,0,3
502,"0",12,7,0,14
503,"0",5,0,8.13092170166654,10
504,"1",0,0,0,1
505,"0",20,2,2.494031557565,2
506,"0",16,1,6.15298798126465,25
507,"1",0,0,8.1394930445688,131
508,"0",1,1,10.744753399713,189
509,"0",59,1,7.13169851046691,2
510,"0",145,0,7.35363269770156,25
511,"0",3,0,6.46118688679552,15
512,"0",10,0,0,2
513,"0",6,0,0,1
514,"1",9,0,6.04263283368238,11
515,"0",0,0,0,2
516,"1",72,0,0,22
517,"0",0,0,0,3
518,"0",21,0,0,1
519,"1",1,1,8.75534357483697,3
520,"1",64,1,10.5886612794329,184
521,"1",1,1,0,3
522,"0",3,0,0,2
523,"1",0,0,9.07778450337334,51
524,"1",16,0,7.25711553570553,61
525,"1",26,0,0,1
526,"0",0,0,5.40263233581268,6
527,"0",6,1,9.13165640745961,146
528,"0",0,0,10.9374491359965,14
529,"1",63,1,5.66024847263247,18
530,"0",24,1,7.0343879299155,11
531,"0",84,1,10.8615495881939,15
532,"0",25,1,8.70712405718028,46
533,"0",0,0,8.07504750128837,19
534,"1",0,0,7.80852619919825,29
535,"0",1,1,6.42791139282487,7
536,"0",0,0,8.02629437024289,15
537,"0",19,1,0,1
538,"1",4,1,0,17
539,"0",28,0,7.64264882669828,10
540,"1",1,0,0,4
541,"0",12,0,0,6
542,"1",39,1,8.31430559600182,28
543,"0",0,0,0,1
544,"0",15,1,10.6873126094212,379
545,"1",8,1,3.25809653802148,3
546,"1",3,1,6.8711431604854,27
547,"0",1,0,7.63165472408138,168
548,"0",24,1,4.73127406278382,4
549,"0",13,1,11.0822760784238,61
550,"0",0,0,5.58067277749409,20
551,"0",1,0,10.1814612761047,7
552,"1",15,1,6.59901298879871,5
553,"1",2,0,0,1
554,"1",4,1,6.77966050967446,10
555,"1",4,0,0,1
556,"1",4,2,7.45870505383228,14
557,"1",2,1,4.53731951907992,14
558,"1",1,0,0,3
559,"0",13,1,0,5
560,"0",6,0,6.9824081026773,10
561,"1",11,2,0,3
562,"1",37,0,0,1
563,"1",7,0,9.43494685268717,33
564,"1",2,1,0,1
565,"0",9,1,7.05319671463231,9
566,"1",97,0,8.82541144557677,60
567,"0",9,1,9.778893247763,61
568,"0",6,0,9.26746428522099,263
569,"0",5,0,0,5
570,"0",119,1,8.44068356837563,49
571,"0",55,0,6.40671495595094,7
572,"0",1,0,5.32724490162122,2
573,"1",7,1,0,1
574,"1",7,1,4.48300255201388,2
575,"1",1,1,0,2
576,"1",3,0,7.90171420930515,7
577,"1",41,0,5.75574221358691,6
578,"1",11,1,0,42
579,"0",0,0,0,16
580,"0",20,0,0,1
581,"1",89,1,9.98379530200606,31
582,"1",1,1,5.10509662888508,7
583,"1",0,0,3.3057871968575,3
584,"0",5,1,6.49713691563317,18
585,"0",2,1,0,1
586,"1",29,0,8.84854950685752,89
587,"0",34,1,7.51438005389557,46
588,"0",11,0,5.93695556160759,16
589,"1",1,1,7.90219893401136,2
590,"0",1,0,7.42316836423783,6
591,"1",0,0,7.79208464476823,12
592,"0",0,0,9.50755338041671,37
593,"1",169,0,7.36411626918671,76
594,"1",2,1,0,1
595,"1",18,0,0,1
596,"1",26,0,4.74214564101517,6
597,"1",4,1,4.06422893831748,3
598,"0",49,0,0,9
599,"1",20,0,0,3
600,"1",3,0,6.90075080482925,27
601,"0",1,1,3.85014760171006,6
602,"1",139,2,9.09668667385824,77
603,"1",2,0,0,1
604,"1",21,3,6.40209960131765,41
605,"0",1,1,9.42834916294319,17
606,"0",26,0,0,8
607,"0",1,1,8.52759490552917,12
608,"0",0,0,0,1
609,"1",7,2,8.80077988925771,164
610,"0",108,0,7.81248342101179,12
611,"0",4,0,0,4
612,"0",18,0,7.12673818681088,34
613,"0",0,0,7.88805314083058,24
614,"0",12,0,3.61388647507251,10
615,"1",3,0,7.24790645428768,10
616,"0",39,1,6.76462366563731,34
617,"0",1,0,4.12648901554867,15
618,"0",1,1,5.46615960207716,18
619,"0",15,0,2.81839825827108,5
